Pairwise: scope=same_author_only  expected=7660  observed=4320  pending=6942  workers=3
  1/6942 ok  (failed=0, cap_events=0)
  4670/6942 ok (failed=0, cap_events=0)
  4680/6942 ok (failed=0, cap_events=0)
  4690/6942 ok (failed=0, cap_events=0)
  4700/6942 ok (failed=0, cap_events=0)
  4710/6942 ok (failed=0, cap_events=0)
  4720/6942 ok (failed=0, cap_events=0)
  4730/6942 ok (failed=0, cap_events=0)
  4740/6942 ok (failed=0, cap_events=0)
  4750/6942 ok (failed=0, cap_events=0)
  4760/6942 ok (failed=0, cap_events=0)
  4770/6942 ok (failed=0, cap_events=0)
  4780/6942 ok (failed=0, cap_events=0)
  4790/6942 ok (failed=0, cap_events=0)
  4800/6942 ok (failed=0, cap_events=0)
  4810/6942 ok (failed=0, cap_events=0)
  4820/6942 ok (failed=0, cap_events=0)
  4830/6942 ok (failed=0, cap_events=0)
  4840/6942 ok (failed=0, cap_events=0)
  4850/6942 ok (failed=0, cap_events=0)
  4860/6942 ok (failed=0, cap_events=0)
  4870/6942 ok (failed=0, cap_events=0)
  4880/6942 ok (failed=0, cap_events=0)
  4890/6942 ok (failed=0, cap_events=0)
  4900/6942 ok (failed=0, cap_events=0)
  4910/6942 ok (failed=0, cap_events=0)
  4920/6942 ok (failed=0, cap_events=0)
  4930/6942 ok (failed=0, cap_events=0)
  4940/6942 ok (failed=0, cap_events=0)
  4950/6942 ok (failed=0, cap_events=0)
  4960/6942 ok (failed=0, cap_events=0)
  4970/6942 ok (failed=0, cap_events=0)
  4980/6942 ok (failed=0, cap_events=0)
  4990/6942 ok (failed=0, cap_events=0)
  5000/6942 ok (failed=0, cap_events=0)
  5010/6942 ok (failed=0, cap_events=0)
  5020/6942 ok (failed=0, cap_events=0)
  5030/6942 ok (failed=0, cap_events=0)
  5040/6942 ok (failed=0, cap_events=0)
  5050/6942 ok (failed=0, cap_events=0)
  5060/6942 ok (failed=0, cap_events=0)
  5070/6942 ok (failed=0, cap_events=0)
  5080/6942 ok (failed=0, cap_events=0)
  5090/6942 ok (failed=0, cap_events=0)
  5100/6942 ok (failed=0, cap_events=0)
  5110/6942 ok (failed=0, cap_events=0)
  5120/6942 ok (failed=0, cap_events=0)
  5130/6942 ok (failed=0, cap_events=0)
  5140/6942 ok (failed=0, cap_events=0)
  5150/6942 ok (failed=0, cap_events=0)
  5160/6942 ok (failed=0, cap_events=0)
  5170/6942 ok (failed=0, cap_events=0)
  5180/6942 ok (failed=0, cap_events=0)
  5190/6942 ok (failed=0, cap_events=0)
  5200/6942 ok (failed=0, cap_events=0)
  5210/6942 ok (failed=0, cap_events=0)
  5220/6942 ok (failed=0, cap_events=0)
  5230/6942 ok (failed=0, cap_events=0)
  5240/6942 ok (failed=0, cap_events=0)
  5250/6942 ok (failed=0, cap_events=0)
  5260/6942 ok (failed=0, cap_events=0)
  5270/6942 ok (failed=0, cap_events=0)
  5280/6942 ok (failed=0, cap_events=0)
  5290/6942 ok (failed=0, cap_events=0)
  5300/6942 ok (failed=0, cap_events=0)
  5310/6942 ok (failed=0, cap_events=0)
  5320/6942 ok (failed=0, cap_events=0)
  5330/6942 ok (failed=0, cap_events=0)
  5340/6942 ok (failed=0, cap_events=0)
  5350/6942 ok (failed=0, cap_events=0)
  5360/6942 ok (failed=0, cap_events=0)
  5370/6942 ok (failed=0, cap_events=0)
  5380/6942 ok (failed=0, cap_events=0)
  5390/6942 ok (failed=0, cap_events=0)
  5400/6942 ok (failed=0, cap_events=0)
  5410/6942 ok (failed=0, cap_events=0)
  5420/6942 ok (failed=0, cap_events=0)
  5430/6942 ok (failed=0, cap_events=0)
  5440/6942 ok (failed=0, cap_events=0)
  5450/6942 ok (failed=0, cap_events=0)
  5460/6942 ok (failed=0, cap_events=0)
  5470/6942 ok (failed=0, cap_events=0)
  5480/6942 ok (failed=0, cap_events=0)
  5490/6942 ok (failed=0, cap_events=0)
  5500/6942 ok (failed=0, cap_events=0)
  5510/6942 ok (failed=0, cap_events=0)
  5520/6942 ok (failed=0, cap_events=0)
  5530/6942 ok (failed=0, cap_events=0)
  5540/6942 ok (failed=0, cap_events=0)
  5550/6942 ok (failed=0, cap_events=0)
  5560/6942 ok (failed=0, cap_events=0)
  5570/6942 ok (failed=0, cap_events=0)
  5580/6942 ok (failed=0, cap_events=0)
  5590/6942 ok (failed=0, cap_events=0)
  5600/6942 ok (failed=0, cap_events=0)
  5610/6942 ok (failed=0, cap_events=0)
  5620/6942 ok (failed=0, cap_events=0)
  5630/6942 ok (failed=0, cap_events=0)
  5640/6942 ok (failed=0, cap_events=0)
  5650/6942 ok (failed=0, cap_events=0)
  5660/6942 ok (failed=0, cap_events=0)
  5670/6942 ok (failed=0, cap_events=0)
  5680/6942 ok (failed=0, cap_events=0)
  5690/6942 ok (failed=0, cap_events=0)
  5700/6942 ok (failed=0, cap_events=0)
  5710/6942 ok (failed=0, cap_events=0)
  5720/6942 ok (failed=0, cap_events=0)
  5730/6942 ok (failed=0, cap_events=0)
  5740/6942 ok (failed=0, cap_events=0)
  5750/6942 ok (failed=0, cap_events=0)
  5760/6942 ok (failed=0, cap_events=0)
  5770/6942 ok (failed=0, cap_events=0)
  5780/6942 ok (failed=0, cap_events=0)
  5790/6942 ok (failed=0, cap_events=0)
  5800/6942 ok (failed=0, cap_events=0)
  5810/6942 ok (failed=0, cap_events=0)
  5820/6942 ok (failed=0, cap_events=0)
  5830/6942 ok (failed=0, cap_events=0)
  5840/6942 ok (failed=0, cap_events=0)
  5850/6942 ok (failed=0, cap_events=0)
  5860/6942 ok (failed=0, cap_events=0)
  5870/6942 ok (failed=0, cap_events=0)
  5880/6942 ok (failed=0, cap_events=0)
  5890/6942 ok (failed=0, cap_events=0)
  5900/6942 ok (failed=0, cap_events=0)
  5910/6942 ok (failed=0, cap_events=0)
  5920/6942 ok (failed=0, cap_events=0)
  5930/6942 ok (failed=0, cap_events=0)
  5940/6942 ok (failed=0, cap_events=0)
  5950/6942 ok (failed=0, cap_events=0)
  5960/6942 ok (failed=0, cap_events=0)
  5970/6942 ok (failed=0, cap_events=0)
  5980/6942 ok (failed=0, cap_events=0)
  5990/6942 ok (failed=0, cap_events=0)
  6000/6942 ok (failed=0, cap_events=0)
  6010/6942 ok (failed=0, cap_events=0)
  6020/6942 ok (failed=0, cap_events=0)
  6030/6942 ok (failed=0, cap_events=0)
  6040/6942 ok (failed=0, cap_events=0)
  6050/6942 ok (failed=0, cap_events=0)
  6060/6942 ok (failed=0, cap_events=0)
  6070/6942 ok (failed=0, cap_events=0)
  6080/6942 ok (failed=0, cap_events=0)
  6090/6942 ok (failed=0, cap_events=0)
  6100/6942 ok (failed=0, cap_events=0)
  6110/6942 ok (failed=0, cap_events=0)
  6120/6942 ok (failed=0, cap_events=0)
  6130/6942 ok (failed=0, cap_events=0)
  6140/6942 ok (failed=0, cap_events=0)
  6150/6942 ok (failed=0, cap_events=0)
  6160/6942 ok (failed=0, cap_events=0)
  6170/6942 ok (failed=0, cap_events=0)
  6180/6942 ok (failed=0, cap_events=0)
  6190/6942 ok (failed=0, cap_events=0)
  6200/6942 ok (failed=0, cap_events=0)
  6210/6942 ok (failed=0, cap_events=0)
  6220/6942 ok (failed=0, cap_events=0)
  6230/6942 ok (failed=0, cap_events=0)
  6240/6942 ok (failed=0, cap_events=0)
  6250/6942 ok (failed=0, cap_events=0)
  6260/6942 ok (failed=0, cap_events=0)
  6270/6942 ok (failed=0, cap_events=0)
  6280/6942 ok (failed=0, cap_events=0)
  6290/6942 ok (failed=0, cap_events=0)
  6300/6942 ok (failed=0, cap_events=0)
  6310/6942 ok (failed=0, cap_events=0)
  6320/6942 ok (failed=0, cap_events=0)
  6330/6942 ok (failed=0, cap_events=0)
  6340/6942 ok (failed=0, cap_events=0)
  6350/6942 ok (failed=0, cap_events=0)
  6360/6942 ok (failed=0, cap_events=0)
  6370/6942 ok (failed=0, cap_events=0)
  6380/6942 ok (failed=0, cap_events=0)
  6390/6942 ok (failed=0, cap_events=0)
  6400/6942 ok (failed=0, cap_events=0)
  6410/6942 ok (failed=0, cap_events=0)
  6420/6942 ok (failed=0, cap_events=0)
  6430/6942 ok (failed=0, cap_events=0)
  6440/6942 ok (failed=0, cap_events=0)
  6450/6942 ok (failed=0, cap_events=0)
  6460/6942 ok (failed=0, cap_events=0)
  6470/6942 ok (failed=0, cap_events=0)
  6480/6942 ok (failed=0, cap_events=0)
  6490/6942 ok (failed=0, cap_events=0)
  6500/6942 ok (failed=0, cap_events=0)
  6510/6942 ok (failed=0, cap_events=0)
  6520/6942 ok (failed=0, cap_events=0)
  6530/6942 ok (failed=0, cap_events=0)
  6540/6942 ok (failed=0, cap_events=0)
  6550/6942 ok (failed=0, cap_events=0)
  6560/6942 ok (failed=0, cap_events=0)
  6570/6942 ok (failed=0, cap_events=0)
  6580/6942 ok (failed=0, cap_events=0)
  6590/6942 ok (failed=0, cap_events=0)
  6600/6942 ok (failed=0, cap_events=0)
  6610/6942 ok (failed=0, cap_events=0)
  6620/6942 ok (failed=0, cap_events=0)
  6630/6942 ok (failed=0, cap_events=0)
  6640/6942 ok (failed=0, cap_events=0)
  6650/6942 ok (failed=0, cap_events=0)
  6660/6942 ok (failed=0, cap_events=0)
  6670/6942 ok (failed=0, cap_events=0)
  6680/6942 ok (failed=0, cap_events=0)
  6690/6942 ok (failed=0, cap_events=0)
  6700/6942 ok (failed=0, cap_events=0)
  6710/6942 ok (failed=0, cap_events=0)
  6720/6942 ok (failed=0, cap_events=0)
  6730/6942 ok (failed=0, cap_events=0)
  6740/6942 ok (failed=0, cap_events=0)
  6750/6942 ok (failed=0, cap_events=0)
  6760/6942 ok (failed=0, cap_events=0)
  6770/6942 ok (failed=0, cap_events=0)
  6780/6942 ok (failed=0, cap_events=0)
  6790/6942 ok (failed=0, cap_events=0)
  6800/6942 ok (failed=0, cap_events=0)
  6810/6942 ok (failed=0, cap_events=0)
  6820/6942 ok (failed=0, cap_events=0)
  6830/6942 ok (failed=0, cap_events=0)
  6840/6942 ok (failed=0, cap_events=0)
  6850/6942 ok (failed=0, cap_events=0)
  6860/6942 ok (failed=0, cap_events=0)
  6870/6942 ok (failed=0, cap_events=0)
  6880/6942 ok (failed=0, cap_events=0)
  6890/6942 ok (failed=0, cap_events=0)
  6900/6942 ok (failed=0, cap_events=0)
  6910/6942 ok (failed=0, cap_events=0)
  6920/6942 ok (failed=0, cap_events=0)
  6930/6942 ok (failed=0, cap_events=0)
  6940/6942 ok (failed=0, cap_events=0)
Pairwise swap-rejudge done: completed=6942/6942, failed=0, cap_aborted=0, cap_events=0
=== AB/BA swap rejudgment complete ===
